doc_id,stock_code,stock_name,title,pdf_path,markdown_path,parser,markdown_non_empty,has_garbled_text,has_dividend_keyword,has_financial_keyword,has_risk_keyword,page_no_preserved,needs_manual_fix
1216094888,600665,天地源,天地源股份有限公司2022年年度报告,data/pdf/天地源_2022_1216094888.pdf,data/parsed/markdown/doc_1216094888_pages_001_190.md,mineru,True,False,True,True,True,approximate,no
1216389638,600648,外高桥,2022年年度报告,data/pdf/外高桥_2022_1216389638.pdf,data/parsed/markdown/doc_1216389638_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1216273938,000002,万科A,2022年年度报告,data/pdf/万科A_2022_1216273938.pdf,data/parsed/markdown/doc_1216273938_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1216245554,600657,信达地产,信达地产2022年度报告,data/pdf/信达地产_2022_1216245554.pdf,data/parsed/markdown/doc_1216245554_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1216221769,000514,渝开发,2022年年度报告,data/pdf/渝开发_2022_1216221769.pdf,data/parsed/markdown/doc_1216221769_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1216299891,000573,粤宏远A,2022年年度报告,data/pdf/粤宏远A_2022_1216299891.pdf,data/parsed/markdown/doc_1216299891_pages_001_185.md,mineru,True,False,True,True,True,approximate,no
1216411318,600895,张江高科,2022年年度报告,data/pdf/张江高科_2022_1216411318.pdf,data/parsed/markdown/doc_1216411318_pages_001_189.md,mineru,True,False,True,True,True,approximate,no
1216166724,001979,招商蛇口,2022年年度报告,data/pdf/招商蛇口_2022_1216166724.pdf,data/parsed/markdown/doc_1216166724_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1216380526,000797,中国武夷,2022年年度报告,data/pdf/中国武夷_2022_1216380526.pdf,data/parsed/markdown/doc_1216380526_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1216259939,600675,中华企业,中华企业股份有限公司2022年年度报告,data/pdf/中华企业_2022_1216259939.pdf,data/parsed/markdown/doc_1216259939_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1216358368,000736,中交地产,2022年年度报告,data/pdf/中交地产_2022_1216358368.pdf,data/parsed/markdown/doc_1216358368_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1216380219,000042,中洲控股,2022年年度报告,data/pdf/中洲控股_2022_1216380219.pdf,data/parsed/markdown/doc_1216380219_pages_001_179.md,mineru,True,False,True,True,True,approximate,no
1219740785,600048,保利发展,保利发展控股集团股份有限公司2023年年度报告,data/pdf/保利发展_2023_1219740785.pdf,data/parsed/markdown/doc_1219740785_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219860111,002244,滨江集团,2023年年度报告,data/pdf/滨江集团_2023_1219860111.pdf,data/parsed/markdown/doc_1219860111_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219595758,600266,城建发展,2023年年度报告,data/pdf/城建发展_2023_1219595758.pdf,data/parsed/markdown/doc_1219595758_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219469544,600649,城投控股,2023年年度报告,data/pdf/城投控股_2023_1219469544.pdf,data/parsed/markdown/doc_1219469544_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219622167,600094,大名城,大名城2023年年度报告,data/pdf/大名城_2023_1219622167.pdf,data/parsed/markdown/doc_1219622167_pages_001_199.md,mineru,True,False,True,True,True,approximate,no
1219863705,000031,大悦城,2023年年度报告,data/pdf/大悦城_2023_1219863705.pdf,data/parsed/markdown/doc_1219863705_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219910873,600658,电子城,电子城 2023年年度报告,data/pdf/电子城_2023_1219910873.pdf,data/parsed/markdown/doc_1219910873_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219875404,600325,华发股份,华发股份2023年年度报告,data/pdf/华发股份_2023_1219875404.pdf,data/parsed/markdown/doc_1219875404_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219488813,000069,华侨城A,2023年年度报告,data/pdf/华侨城A_2023_1219488813.pdf,data/parsed/markdown/doc_1219488813_pages_001_200.md,mineru,True,False,False,True,True,approximate,no
1219854998,600743,华远地产,华远地产2023年年度报告,data/pdf/华远地产_2023_1219854998.pdf,data/parsed/markdown/doc_1219854998_pages_001_196.md,mineru,True,False,True,True,True,approximate,no
1219307600,600383,金地集团,2023年年度报告,data/pdf/金地集团_2023_1219307600.pdf,data/parsed/markdown/doc_1219307600_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219997738,000897,津滨发展,2023年年度报告 (更正后),data/pdf/津滨发展_2023_1219997738.pdf,data/parsed/markdown/doc_1219997738_pages_001_189.md,mineru,True,False,True,True,True,approximate,no
1219493208,600683,京投发展,2023年年度报告,data/pdf/京投发展_2023_1219493208.pdf,data/parsed/markdown/doc_1219493208_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1222823303,600663,陆家嘴,2023年年度报告,data/pdf/陆家嘴_2023_1222823303.pdf,data/parsed/markdown/doc_1222823303_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219468516,002314,南山控股,深圳市新南山控股（集团）股份有限公司2023年年度报告全文,data/pdf/南山控股_2023_1219468516.pdf,data/parsed/markdown/doc_1219468516_pages_001_200.md,mineru,True,False,False,True,True,approximate,no
1219583682,600639,浦东金桥,浦东金桥2023年年度报告,data/pdf/浦东金桥_2023_1219583682.pdf,data/parsed/markdown/doc_1219583682_pages_001_009.md,mineru,True,False,True,True,False,approximate,no
1219915446,600533,栖霞建设,2023年年度报告,data/pdf/栖霞建设_2023_1219915446.pdf,data/parsed/markdown/doc_1219915446_pages_001_178.md,mineru,True,False,True,True,True,approximate,no
1219865459,002146,荣盛发展,荣盛房地产发展股份有限公司2023年年度报告全文,data/pdf/荣盛发展_2023_1219865459.pdf,data/parsed/markdown/doc_1219865459_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219460432,000014,沙河股份,2023年年度报告,data/pdf/沙河股份_2023_1219460432.pdf,data/parsed/markdown/doc_1219460432_pages_001_143.md,mineru,True,False,True,True,True,approximate,no
1219596576,600848,上海临港,2023年年度报告,data/pdf/上海临港_2023_1219596576.pdf,data/parsed/markdown/doc_1219596576_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219865454,000006,深振业A,2023年年度报告,data/pdf/深振业A_2023_1219865454.pdf,data/parsed/markdown/doc_1219865454_pages_001_158.md,mineru,True,False,True,True,True,approximate,no
1219689383,600376,首开股份,首开股份2023年年度报告,data/pdf/首开股份_2023_1219689383.pdf,data/parsed/markdown/doc_1219689383_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219876783,600736,苏州高新,2023年年度报告,data/pdf/苏州高新_2023_1219876783.pdf,data/parsed/markdown/doc_1219876783_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219445524,000965,天保基建,2023年年度报告,data/pdf/天保基建_2023_1219445524.pdf,data/parsed/markdown/doc_1219445524_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219907193,600665,天地源,天地源股份有限公司2023年年度报告,data/pdf/天地源_2023_1219907193.pdf,data/parsed/markdown/doc_1219907193_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219840458,600648,外高桥,2023年年度报告,data/pdf/外高桥_2023_1219840458.pdf,data/parsed/markdown/doc_1219840458_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219487237,000002,万科A,2023年年度报告,data/pdf/万科A_2023_1219487237.pdf,data/parsed/markdown/doc_1219487237_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219446608,601155,新城控股,新城控股2023年年度报告,data/pdf/新城控股_2023_1219446608.pdf,data/parsed/markdown/doc_1219446608_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219412328,600657,信达地产,2023年年度报告,data/pdf/信达地产_2023_1219412328.pdf,data/parsed/markdown/doc_1219412328_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219824168,000514,渝开发,2023年年度报告,data/pdf/渝开发_2023_1219824168.pdf,data/parsed/markdown/doc_1219824168_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219600830,000573,粤宏远A,2023年年度报告,data/pdf/粤宏远A_2023_1219600830.pdf,data/parsed/markdown/doc_1219600830_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219463872,600895,张江高科,2023年年度报告,data/pdf/张江高科_2023_1219463872.pdf,data/parsed/markdown/doc_1219463872_pages_001_198.md,mineru,True,False,True,True,True,approximate,no
1219330022,001979,招商蛇口,2023年年度报告,data/pdf/招商蛇口_2023_1219330022.pdf,data/parsed/markdown/doc_1219330022_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219597689,000797,中国武夷,2023年年度报告,data/pdf/中国武夷_2023_1219597689.pdf,data/parsed/markdown/doc_1219597689_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219650634,600675,中华企业,中华企业2023年年度报告,data/pdf/中华企业_2023_1219650634.pdf,data/parsed/markdown/doc_1219650634_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219517434,000736,中交地产,2023年年度报告,data/pdf/中交地产_2023_1219517434.pdf,data/parsed/markdown/doc_1219517434_pages_001_200.md,mineru,True,False,True,True,True,approximate,no
1219769062,000042,中洲控股,2023年年度报告,data/pdf/中洲控股_2023_1219769062.pdf,data/parsed/markdown/doc_1219769062_pages_001_188.md,mineru,True,False,False,True,True,approximate,no
